invoice_number,invoice_date,product1_name,product1_price,product2_name,product2_price,product3_name,product3_price,product4_name,product4_price,pos_number,dept_location,pincode
INV-100463,2026-04-09,Charger,41141,Soap,31887,Water Bottle,17766,Backpack,79704,POS-19,Stationery,469264
INV-100464,2026-04-10,Tablet,32667,Mouse,41038,Body Lotion,67071,Water Bottle,47077,POS-04,Stationery,467144
INV-100465,2026-04-11,Desk Lamp,72336,Monitor,65267,Backpack,68338,Office Chair,51399,POS-08,Accessories,468736
INV-100466,2026-04-12,Backpack,39011,Laptop,13551,Power Bank,14794,Tablet,28209,POS-05,Office,464832
INV-100467,2026-04-13,Water Bottle,71717,Face Wash,10163,Tablet,32544,Power Bank,22626,POS-04,Home,460072
INV-100468,2026-04-14,Face Wash,44958,Laptop,45077,Office Chair,12509,Charger,19710,POS-11,Accessories,463753
INV-100469,2026-04-15,Smartphone,15216,Body Lotion,66312,Office Chair,3900,Notebook,52466,POS-14,Stationery,468996
INV-100470,2026-04-16,Tablet,77023,Notebook,24676,Smartphone,6016,Mouse,15671,POS-01,Electronics,460339
INV-100471,2026-04-17,Desk Lamp,40272,Body Lotion,26553,USB Cable,45544,Office Chair,55497,POS-12,Personal Care,461550
INV-100472,2026-04-18,Shampoo,31155,Charger,20174,Soap,70894,Water Bottle,10549,POS-16,Accessories,466916
INV-100473,2026-04-19,Smartphone,60811,Charger,76652,USB Cable,59772,Tablet,17050,POS-13,Personal Care,466661
INV-100474,2026-04-20,Laptop,13655,Notebook,48196,Monitor,42896,Shampoo,54937,POS-13,Office,467562
INV-100475,2026-04-21,Smartphone,42047,Backpack,39170,Soap,19565,Headphones,77694,POS-03,Personal Care,466929
INV-100476,2026-04-22,Laptop,28330,Shampoo,66037,Office Chair,76409,Power Bank,60541,POS-02,Stationery,461230
INV-100477,2026-04-23,Charger,39734,Water Bottle,52939,Keyboard,42897,Tablet,68517,POS-12,Accessories,468117
INV-100478,2026-04-24,Pen Set,79263,Tablet,25686,Shampoo,21283,Headphones,4581,POS-10,Personal Care,466639
INV-100479,2026-04-25,USB Cable,37396,Notebook,71444,Water Bottle,30533,Tablet,71735,POS-07,Accessories,467683
INV-100480,2026-04-26,Mouse,41134,Face Wash,39240,USB Cable,55549,Headphones,76853,POS-17,Personal Care,469893
INV-100481,2026-04-27,Soap,67292,Notebook,23309,Face Wash,61549,Body Lotion,68878,POS-10,Stationery,466286
INV-100482,2026-04-28,Soap,28678,Water Bottle,73092,USB Cable,32197,Smartphone,20074,POS-09,Home,460532
INV-100483,2026-04-29,Pen Set,39891,Office Chair,69193,USB Cable,71621,Notebook,78655,POS-16,Stationery,460092
INV-100484,2026-04-30,Face Wash,75003,Tablet,45823,Backpack,58171,Water Bottle,65787,POS-12,Home,468800
INV-100485,2026-05-01,Charger,49947,Office Chair,63802,Face Wash,26702,Tablet,15531,POS-19,Office,462321
INV-100486,2026-05-02,Notebook,61927,USB Cable,66843,Headphones,65109,Pen Set,40191,POS-15,Office,466485
INV-100487,2026-05-03,Body Lotion,53205,Office Chair,29942,Headphones,44401,Keyboard,4376,POS-07,Stationery,464033
INV-100488,2026-05-04,Monitor,56699,Water Bottle,69587,Office Chair,75157,Pen Set,15249,POS-03,Accessories,467753
INV-100489,2026-05-05,Water Bottle,58066,Laptop,56059,Notebook,34183,Tablet,37543,POS-03,Home,467034
INV-100490,2026-05-06,Office Chair,27070,USB Cable,34912,Water Bottle,24682,Mouse,50510,POS-09,Home,464186
INV-100491,2026-05-07,Body Lotion,1753,Charger,76329,Keyboard,79232,Power Bank,63706,POS-16,Stationery,468728
INV-100492,2026-05-08,Body Lotion,17479,Keyboard,28447,Backpack,68150,Pen Set,7423,POS-20,Electronics,460978
INV-100493,2026-05-09,Desk Lamp,18206,USB Cable,1036,Headphones,67877,Face Wash,78104,POS-15,Home,466645
INV-100494,2026-05-10,Tablet,15688,Pen Set,46100,Smartphone,55154,Desk Lamp,45299,POS-10,Office,461538
INV-100495,2026-05-11,Mouse,5793,Office Chair,12169,Desk Lamp,30879,Laptop,10333,POS-02,Personal Care,463765
INV-100496,2026-05-12,Desk Lamp,58180,Monitor,7594,Charger,74969,Soap,14011,POS-06,Accessories,461880
INV-100497,2026-05-13,Backpack,64423,Headphones,65201,Laptop,54200,Body Lotion,63913,POS-03,Electronics,463187
INV-100498,2026-05-14,Headphones,39231,Power Bank,33220,Pen Set,12104,Monitor,37831,POS-16,Office,463585
INV-100499,2026-05-15,Shampoo,62543,Desk Lamp,50009,Laptop,1876,Monitor,58796,POS-19,Accessories,463981
INV-100500,2026-05-16,Backpack,12160,Water Bottle,9583,Monitor,71863,Charger,79563,POS-03,Personal Care,463596
INV-100501,2026-05-17,Notebook,47342,Face Wash,23565,Shampoo,61346,Office Chair,66862,POS-16,Electronics,467243
INV-100502,2026-05-18,Body Lotion,2931,Desk Lamp,8101,Mouse,4815,USB Cable,18753,POS-11,Personal Care,466506
INV-100503,2026-05-19,Smartphone,9182,Notebook,3679,Pen Set,56759,Power Bank,72905,POS-15,Accessories,466217
INV-100504,2026-05-20,Office Chair,12655,Backpack,31940,Pen Set,27927,Headphones,66604,POS-18,Electronics,461469
INV-100505,2026-05-21,Monitor,15180,Office Chair,3338,Smartphone,14393,Tablet,381,POS-04,Electronics,469394
INV-100506,2026-05-22,Desk Lamp,50260,Headphones,56751,Tablet,26453,Water Bottle,42007,POS-04,Personal Care,461542
INV-100507,2026-05-23,Shampoo,39227,USB Cable,16340,Power Bank,49091,Soap,75036,POS-14,Personal Care,467287
INV-100508,2026-05-24,Office Chair,74825,Laptop,11122,Charger,10719,Tablet,27842,POS-01,Home,462836
INV-100509,2026-05-25,Headphones,28159,Soap,39431,Office Chair,13025,Power Bank,17116,POS-10,Personal Care,465800
INV-100510,2026-05-26,Tablet,59810,Mouse,54321,Notebook,5176,Smartphone,12016,POS-02,Electronics,460262
INV-100511,2026-05-27,Mouse,52352,Monitor,70551,Keyboard,19955,Face Wash,21403,POS-14,Stationery,463881
INV-100512,2026-05-28,Mouse,3422,Notebook,29146,Tablet,4326,Water Bottle,9111,POS-03,Stationery,468835
INV-100513,2026-05-29,Office Chair,79450,Tablet,58678,Desk Lamp,68267,Shampoo,65721,POS-10,Home,467058
INV-100514,2026-05-30,Shampoo,36858,Keyboard,25593,Power Bank,36978,Tablet,10721,POS-12,Office,467772
INV-100515,2026-05-31,Monitor,71144,Mouse,78205,USB Cable,56639,Laptop,15658,POS-01,Personal Care,465952
INV-100516,2026-06-01,Shampoo,39426,USB Cable,63372,Monitor,32564,Smartphone,23877,POS-18,Home,465391
INV-100517,2026-06-02,Mouse,35874,Headphones,68874,Keyboard,64546,Charger,64549,POS-07,Office,468544
INV-100518,2026-06-03,Backpack,56769,Face Wash,31944,Mouse,36036,Water Bottle,50914,POS-14,Accessories,462909
INV-100519,2026-06-04,Mouse,12280,Headphones,30326,Water Bottle,24442,Smartphone,78687,POS-14,Office,469429
INV-100520,2026-06-05,USB Cable,930,Face Wash,2439,Mouse,39653,Keyboard,16401,POS-11,Stationery,467902
INV-100521,2026-06-06,Monitor,55779,Headphones,2523,Soap,12747,Desk Lamp,15697,POS-14,Stationery,462863
INV-100522,2026-06-07,Soap,16824,Power Bank,25078,Water Bottle,62679,Keyboard,3495,POS-05,Accessories,467162
INV-100523,2026-06-08,Office Chair,50391,Power Bank,49588,Water Bottle,1275,Tablet,53241,POS-06,Stationery,466270
INV-100524,2026-06-09,Face Wash,14037,Keyboard,50435,Mouse,37824,Headphones,70812,POS-11,Personal Care,468783
INV-100525,2026-06-10,Headphones,17187,USB Cable,10739,Face Wash,12646,Desk Lamp,18476,POS-12,Office,464807
INV-100526,2026-06-11,Mouse,15944,Backpack,11911,Power Bank,4810,Water Bottle,71472,POS-12,Home,460102
INV-100527,2026-06-12,Laptop,52083,Power Bank,11245,Face Wash,55028,Water Bottle,69794,POS-02,Accessories,460219
INV-100528,2026-06-13,Tablet,75481,Power Bank,57057,Water Bottle,21879,Laptop,65243,POS-09,Office,460079
INV-100529,2026-06-14,Soap,44081,USB Cable,79798,Shampoo,75718,Laptop,25856,POS-19,Accessories,468403
INV-100530,2026-06-15,Laptop,11516,Face Wash,55912,Body Lotion,33768,Soap,74361,POS-07,Home,469775
INV-100531,2026-06-16,USB Cable,22756,Office Chair,74468,Desk Lamp,28785,Power Bank,36830,POS-17,Home,460262
INV-100532,2026-06-17,Charger,57133,Headphones,13002,Body Lotion,56647,Desk Lamp,14180,POS-04,Personal Care,463462
INV-100533,2026-06-18,Monitor,49445,Mouse,41577,Keyboard,46199,Body Lotion,69028,POS-04,Electronics,466386
INV-100534,2026-06-19,Smartphone,60269,Office Chair,65619,Water Bottle,65030,Soap,75285,POS-10,Electronics,467397
INV-100535,2026-06-20,Monitor,62626,USB Cable,10925,Tablet,28843,Charger,61674,POS-01,Personal Care,466011
INV-100536,2026-06-21,Pen Set,43118,Monitor,74020,Shampoo,10173,Laptop,78266,POS-15,Stationery,467532
INV-100537,2026-06-22,Pen Set,7761,Monitor,57757,Backpack,44488,Mouse,67029,POS-07,Personal Care,460002
INV-100538,2026-06-23,Desk Lamp,23528,Notebook,58880,Mouse,32844,Power Bank,71610,POS-06,Home,464115
INV-100539,2026-06-24,Notebook,73690,Headphones,14158,Tablet,43234,Laptop,6613,POS-03,Personal Care,465849
INV-100540,2026-06-25,Soap,23830,Shampoo,64961,Notebook,13387,Tablet,68850,POS-13,Office,468645
INV-100541,2026-06-26,Body Lotion,60156,Tablet,67708,Smartphone,14317,Water Bottle,28639,POS-07,Home,463271
INV-100542,2026-06-27,Headphones,46560,Soap,16525,Pen Set,28051,Keyboard,24321,POS-16,Home,468386
INV-100543,2026-06-28,Shampoo,37964,Tablet,20383,USB Cable,56980,Headphones,7680,POS-20,Accessories,468838
INV-100544,2026-06-29,Tablet,23389,Mouse,73697,Body Lotion,2525,Face Wash,69936,POS-10,Stationery,468945
INV-100545,2026-06-30,Water Bottle,77234,Keyboard,36293,Body Lotion,48498,Mouse,37820,POS-09,Home,466941
INV-100546,2026-07-01,Backpack,44608,Shampoo,49429,Keyboard,77948,Tablet,5080,POS-08,Personal Care,468432
INV-100547,2026-07-02,USB Cable,14825,Monitor,57961,Power Bank,60285,Smartphone,22634,POS-14,Home,467708
INV-100548,2026-07-03,Headphones,24395,Power Bank,45010,Smartphone,79277,Mouse,64661,POS-15,Stationery,463563
INV-100549,2026-07-04,Smartphone,79521,Charger,62257,Body Lotion,27581,Office Chair,5187,POS-17,Electronics,469688
INV-100550,2026-07-05,Body Lotion,78168,Desk Lamp,1693,Face Wash,37508,Power Bank,35508,POS-17,Electronics,461865
INV-100551,2026-07-06,Pen Set,70712,Headphones,42160,Soap,23336,Power Bank,77977,POS-02,Electronics,463544
INV-100552,2026-07-07,Mouse,49833,Monitor,16963,Shampoo,42087,Smartphone,76575,POS-17,Stationery,463804
INV-100553,2026-07-08,Laptop,25999,Smartphone,8670,Notebook,73122,Tablet,27068,POS-20,Office,460439
INV-100554,2026-07-09,Face Wash,72779,Backpack,68929,Charger,24750,Smartphone,6701,POS-17,Accessories,462645
INV-100555,2026-07-10,Body Lotion,27009,Power Bank,15402,Laptop,42894,Keyboard,24505,POS-19,Office,466383
INV-100556,2026-07-11,Water Bottle,59000,USB Cable,13192,Notebook,30986,Tablet,39234,POS-03,Office,465841
INV-100557,2026-07-12,Pen Set,29736,Soap,43905,Headphones,74446,Laptop,55529,POS-01,Stationery,463141
INV-100558,2026-07-13,Water Bottle,32274,Smartphone,36500,Soap,10528,Power Bank,51379,POS-06,Office,464360
INV-100559,2026-07-14,Charger,24217,Backpack,52267,Office Chair,30000,Power Bank,77739,POS-02,Home,464417
INV-100560,2026-07-15,Shampoo,57831,Office Chair,23030,Tablet,27243,Monitor,63313,POS-03,Personal Care,463765
INV-100561,2026-07-16,Pen Set,1283,Tablet,63348,Water Bottle,78385,Office Chair,15709,POS-02,Accessories,460040
INV-100562,2026-07-17,Body Lotion,79095,Charger,72661,Laptop,3901,Headphones,36989,POS-18,Office,468884
INV-100563,2026-07-18,Shampoo,1311,Laptop,53406,Desk Lamp,1295,Water Bottle,41738,POS-07,Home,469994
INV-100564,2026-07-19,Charger,7967,Shampoo,31300,Backpack,74733,Water Bottle,22905,POS-01,Office,467963
INV-100565,2026-07-20,Mouse,77330,Backpack,56893,Tablet,21583,Desk Lamp,1322,POS-18,Stationery,461012
INV-100566,2026-07-21,Smartphone,10401,Face Wash,40690,Monitor,25872,Shampoo,9811,POS-11,Office,469871
INV-100567,2026-07-22,Smartphone,40614,Notebook,26548,Soap,6091,Mouse,18643,POS-02,Accessories,463400
INV-100568,2026-07-23,Body Lotion,71747,Notebook,8461,Charger,53659,Pen Set,47464,POS-12,Office,466175
INV-100569,2026-07-24,Keyboard,44625,Monitor,25664,Body Lotion,20633,Backpack,14482,POS-07,Personal Care,461227
INV-100570,2026-07-25,Notebook,53629,Soap,4957,Water Bottle,36409,Mouse,25706,POS-04,Home,464843
INV-100571,2026-07-26,Monitor,27632,Charger,65874,USB Cable,63147,Soap,48185,POS-01,Electronics,466890
INV-100572,2026-07-27,Backpack,62390,Face Wash,9237,Notebook,50270,Office Chair,47639,POS-15,Stationery,464115
INV-100573,2026-07-28,Laptop,63456,Tablet,44348,Body Lotion,7684,Mouse,39849,POS-15,Home,461456
INV-100574,2026-07-29,Soap,45060,Pen Set,39738,Desk Lamp,71708,Body Lotion,483,POS-10,Office,460628
INV-100575,2026-07-30,Soap,58835,Notebook,17026,Water Bottle,70217,Body Lotion,46564,POS-18,Stationery,469004
INV-100576,2026-07-31,Soap,31682,Mouse,21543,Headphones,49102,Laptop,48763,POS-03,Stationery,466902
INV-100577,2026-08-01,Backpack,3306,Laptop,46050,Monitor,51729,Mouse,55419,POS-08,Electronics,465682
INV-100578,2026-08-02,Keyboard,24801,Water Bottle,42610,Body Lotion,21862,Charger,7051,POS-05,Home,468275
INV-100579,2026-08-03,Body Lotion,18793,Desk Lamp,63690,USB Cable,13129,Water Bottle,9777,POS-20,Home,467306
INV-100580,2026-08-04,Headphones,11814,Tablet,14098,Soap,31593,Charger,41723,POS-20,Personal Care,462784
INV-100581,2026-08-05,Office Chair,73884,Desk Lamp,66689,Laptop,59624,Headphones,26996,POS-10,Office,462332
INV-100582,2026-08-06,Charger,6698,Headphones,10098,Water Bottle,45015,Soap,33644,POS-19,Home,464444
INV-100583,2026-08-07,Power Bank,69017,Smartphone,51676,Monitor,9210,Keyboard,45087,POS-20,Home,466312
INV-100584,2026-08-08,Tablet,75151,USB Cable,42238,Soap,74817,Water Bottle,20130,POS-12,Stationery,463208
INV-100585,2026-08-09,Backpack,75269,USB Cable,4046,Water Bottle,37698,Monitor,6454,POS-20,Home,465213
INV-100586,2026-08-10,Desk Lamp,10319,Shampoo,63151,Pen Set,78963,Soap,35145,POS-01,Accessories,462025
INV-100587,2026-08-11,Power Bank,57108,Backpack,39529,Laptop,71122,Charger,75332,POS-17,Home,468768
INV-100588,2026-08-12,Laptop,46870,Notebook,32225,Water Bottle,20704,Soap,5307,POS-05,Home,463936
INV-100589,2026-08-13,Charger,46086,Office Chair,22726,Monitor,46771,Notebook,67171,POS-03,Office,465858
INV-100590,2026-08-14,Smartphone,73178,Face Wash,8868,Desk Lamp,16899,USB Cable,15391,POS-13,Home,465420
INV-100591,2026-08-15,Smartphone,14668,Shampoo,57366,Body Lotion,74400,Desk Lamp,50645,POS-20,Office,469190
INV-100592,2026-08-16,Body Lotion,14827,Water Bottle,19954,Mouse,39119,Monitor,9906,POS-16,Personal Care,468310
INV-100593,2026-08-17,Laptop,10922,Headphones,40556,Backpack,26053,Desk Lamp,27044,POS-05,Stationery,467153
INV-100594,2026-08-18,Charger,41317,Backpack,23064,Headphones,30427,Desk Lamp,69367,POS-15,Office,466550
INV-100595,2026-08-19,Water Bottle,53949,Soap,35942,Tablet,19455,Shampoo,40011,POS-02,Home,463080
INV-100596,2026-08-20,Backpack,59604,Keyboard,20847,Shampoo,66330,Body Lotion,1676,POS-04,Accessories,468229
INV-100597,2026-08-21,Charger,73548,Water Bottle,19773,Backpack,30314,Headphones,39832,POS-11,Personal Care,467462
INV-100598,2026-08-22,Smartphone,69722,Power Bank,35550,Charger,3555,Water Bottle,71780,POS-09,Stationery,461599
INV-100599,2026-08-23,Charger,39610,Tablet,37678,Notebook,53949,Water Bottle,31760,POS-13,Stationery,465914
INV-100600,2026-08-24,Smartphone,74770,USB Cable,62345,Face Wash,21651,Body Lotion,19030,POS-17,Personal Care,461419
INV-100601,2026-08-25,Smartphone,4324,Mouse,46424,Power Bank,22400,Water Bottle,79225,POS-07,Home,468749
INV-100602,2026-08-26,Soap,13041,Tablet,77598,Mouse,60309,Face Wash,13993,POS-01,Home,462569
INV-100603,2026-08-27,Pen Set,27540,Soap,1505,Keyboard,69357,Headphones,38785,POS-09,Stationery,469565
INV-100604,2026-08-28,Mouse,50087,Desk Lamp,3085,Tablet,54713,Laptop,59673,POS-06,Accessories,469596
INV-100605,2026-08-29,Laptop,47134,Smartphone,61466,Face Wash,41074,Pen Set,5655,POS-10,Home,464177
INV-100606,2026-08-30,Face Wash,39728,Pen Set,49900,Backpack,59053,USB Cable,192,POS-07,Accessories,464873
INV-100607,2026-08-31,Desk Lamp,40565,Monitor,50535,Charger,16532,Water Bottle,57757,POS-08,Personal Care,468991
INV-100608,2026-09-01,Headphones,70282,Notebook,34010,Mouse,73765,Body Lotion,42048,POS-14,Accessories,460645
INV-100609,2026-09-02,Pen Set,32675,Monitor,32049,Laptop,9057,Body Lotion,61733,POS-17,Personal Care,462128
INV-100610,2026-09-03,Pen Set,56789,Smartphone,38541,Tablet,44367,Body Lotion,3516,POS-08,Stationery,469147
INV-100611,2026-09-04,USB Cable,59365,Office Chair,21793,Shampoo,31945,Monitor,42003,POS-08,Electronics,466712
INV-100612,2026-09-05,Pen Set,73315,Power Bank,25452,Shampoo,59499,Office Chair,73681,POS-14,Electronics,463652
INV-100613,2026-09-06,Headphones,22834,Shampoo,34328,Pen Set,20652,Soap,52182,POS-13,Stationery,469845
INV-100614,2026-09-07,Office Chair,35282,Smartphone,8430,Power Bank,3536,Mouse,68906,POS-20,Home,469195
INV-100615,2026-09-08,Notebook,23475,Body Lotion,13673,Monitor,12834,Tablet,24803,POS-13,Electronics,462118
INV-100616,2026-09-09,Headphones,73348,USB Cable,32658,Face Wash,78754,Office Chair,51167,POS-08,Home,460351
INV-100617,2026-09-10,Laptop,24002,Keyboard,41232,Soap,6154,Smartphone,76018,POS-06,Home,463140
INV-100618,2026-09-11,Face Wash,23511,Mouse,59207,Office Chair,11670,Monitor,15586,POS-13,Electronics,460716
INV-100619,2026-09-12,Power Bank,50674,Office Chair,58697,Body Lotion,71970,Notebook,76626,POS-04,Personal Care,461384
INV-100620,2026-09-13,Smartphone,41623,Notebook,23259,Keyboard,69321,Face Wash,46889,POS-07,Accessories,460120
INV-100621,2026-09-14,Laptop,6015,Smartphone,39649,Water Bottle,7554,USB Cable,28907,POS-15,Office,465197
INV-100622,2026-09-15,Smartphone,48059,Charger,6839,Monitor,15652,Keyboard,11183,POS-03,Office,460439
INV-100623,2026-09-16,Charger,67282,Smartphone,16097,Keyboard,78366,Power Bank,27076,POS-06,Electronics,461534
INV-100624,2026-09-17,Backpack,57304,Mouse,67380,Office Chair,16033,Soap,42476,POS-15,Personal Care,469483
INV-100625,2026-09-18,Pen Set,36449,Headphones,7839,Desk Lamp,56287,Face Wash,30490,POS-20,Home,466040
INV-100626,2026-09-19,Monitor,8855,Pen Set,40248,Smartphone,13462,USB Cable,20255,POS-16,Personal Care,464575
INV-100627,2026-09-20,Desk Lamp,25611,Office Chair,41938,USB Cable,31613,Charger,11314,POS-09,Personal Care,468330
INV-100628,2026-09-21,Headphones,44151,Laptop,73391,Keyboard,71814,Office Chair,62750,POS-18,Home,461383
INV-100629,2026-09-22,Water Bottle,45519,Shampoo,32326,Power Bank,15713,Backpack,20397,POS-13,Electronics,465742
INV-100630,2026-09-23,Notebook,59619,Smartphone,54163,Office Chair,13061,Body Lotion,61866,POS-12,Personal Care,462232
INV-100631,2026-09-24,Power Bank,14417,Backpack,68971,Tablet,20758,Shampoo,66352,POS-02,Electronics,467730
INV-100632,2026-09-25,Keyboard,60944,Water Bottle,21109,USB Cable,3752,Office Chair,46057,POS-01,Personal Care,464208
INV-100633,2026-09-26,Tablet,42125,Monitor,14299,Smartphone,75127,Office Chair,74117,POS-15,Home,468176
INV-100634,2026-09-27,Face Wash,28077,Keyboard,1044,Mouse,34317,Backpack,683,POS-05,Home,462562
INV-100635,2026-09-28,Shampoo,68137,Charger,71583,Power Bank,77926,Body Lotion,65278,POS-08,Accessories,463895
INV-100636,2026-09-29,Notebook,53862,Body Lotion,73915,Smartphone,31061,Laptop,72024,POS-20,Home,463885
INV-100637,2026-09-30,Charger,21654,Mouse,5328,Soap,48653,Backpack,40291,POS-09,Accessories,469833
INV-100638,2026-10-01,Notebook,65690,Office Chair,33581,Body Lotion,24458,Water Bottle,58706,POS-07,Personal Care,464266
INV-100639,2026-10-02,Water Bottle,27811,Shampoo,1852,Charger,38757,Smartphone,27338,POS-11,Accessories,461303
INV-100640,2026-10-03,Shampoo,30818,Headphones,78973,Office Chair,63116,Keyboard,41650,POS-12,Office,466913
INV-100641,2026-10-04,Water Bottle,3918,Monitor,25530,Power Bank,7282,Body Lotion,44349,POS-06,Office,461483
INV-100642,2026-10-05,Keyboard,24967,Office Chair,44429,Soap,62973,Charger,28305,POS-16,Stationery,466843
INV-100643,2026-10-06,USB Cable,6985,Charger,18060,Mouse,30357,Shampoo,62052,POS-16,Stationery,469651
INV-100644,2026-10-07,Mouse,45465,Headphones,944,Soap,1814,Power Bank,41662,POS-01,Electronics,468218
INV-100645,2026-10-08,USB Cable,47136,Smartphone,43892,Tablet,34499,Backpack,24619,POS-01,Home,466583
INV-100646,2026-10-09,Backpack,46167,Keyboard,42588,Office Chair,72612,Mouse,20276,POS-10,Accessories,468244
INV-100647,2026-10-10,Office Chair,63408,Power Bank,37273,Body Lotion,37018,Shampoo,62984,POS-01,Personal Care,467559
INV-100648,2026-10-11,Desk Lamp,3899,Office Chair,70210,Notebook,12288,Charger,11285,POS-12,Home,461980
INV-100649,2026-10-12,Charger,73519,Headphones,48812,Face Wash,49884,Shampoo,67526,POS-19,Personal Care,462052
INV-100650,2026-10-13,Smartphone,30576,Laptop,76616,Water Bottle,61996,Shampoo,49626,POS-05,Home,462864
INV-100651,2026-10-14,Headphones,15946,Body Lotion,59881,Tablet,44724,Smartphone,1039,POS-19,Personal Care,463557
INV-100652,2026-10-15,USB Cable,41709,Keyboard,58722,Water Bottle,6466,Face Wash,22164,POS-17,Stationery,466594
INV-100653,2026-10-16,Laptop,61036,Soap,20359,Smartphone,66362,Keyboard,18566,POS-14,Office,460021
INV-100654,2026-10-17,Face Wash,53400,Pen Set,27608,Monitor,21281,USB Cable,49061,POS-01,Stationery,466717
INV-100655,2026-10-18,Face Wash,52861,Smartphone,3212,Monitor,60826,Tablet,48875,POS-10,Electronics,468080
INV-100656,2026-10-19,Laptop,7019,Monitor,54728,Body Lotion,40166,Office Chair,73557,POS-11,Stationery,465633
INV-100657,2026-10-20,Keyboard,79418,Body Lotion,38060,Notebook,42093,Pen Set,19659,POS-19,Electronics,464713
INV-100658,2026-10-21,Water Bottle,31129,Shampoo,3614,Keyboard,9679,Notebook,36537,POS-07,Electronics,467265
INV-100659,2026-10-22,Power Bank,57624,Office Chair,56215,Keyboard,77672,Pen Set,4041,POS-16,Electronics,461930
INV-100660,2026-10-23,Keyboard,27145,Face Wash,64590,Water Bottle,24241,Pen Set,16465,POS-13,Accessories,465845
INV-100661,2026-10-24,Mouse,73885,Water Bottle,63156,Charger,18368,USB Cable,74913,POS-13,Accessories,464707
INV-100662,2026-10-25,Soap,35039,Notebook,59285,Power Bank,73513,Keyboard,56554,POS-07,Electronics,464436
INV-100663,2026-10-26,Headphones,60773,Smartphone,53521,Body Lotion,543,Keyboard,33782,POS-20,Electronics,464808
INV-100664,2026-10-27,Monitor,48538,Charger,47666,Body Lotion,58431,Smartphone,39944,POS-19,Office,469362
INV-100665,2026-10-28,Pen Set,65969,Mouse,58950,Smartphone,121,Charger,25284,POS-06,Home,466388
INV-100666,2026-10-29,Soap,2521,Monitor,41389,Smartphone,71023,Headphones,7782,POS-10,Stationery,460852
INV-100667,2026-10-30,Water Bottle,46800,Power Bank,37056,Laptop,44361,Backpack,10210,POS-11,Stationery,463420
INV-100668,2026-10-31,Smartphone,58346,Monitor,18403,Soap,3673,Charger,4423,POS-10,Home,462101
INV-100669,2026-11-01,Charger,56586,Water Bottle,32696,Soap,75480,Desk Lamp,16521,POS-05,Accessories,462237
INV-100670,2026-11-02,Desk Lamp,21155,Notebook,24733,Headphones,41677,Face Wash,68423,POS-11,Personal Care,469575
INV-100671,2026-11-03,Desk Lamp,10586,Pen Set,32520,Monitor,23298,Soap,16517,POS-05,Home,468774
INV-100672,2026-11-04,Body Lotion,66456,Power Bank,44490,Tablet,44423,Soap,64362,POS-14,Electronics,460813
INV-100673,2026-11-05,Pen Set,9769,Body Lotion,67508,Keyboard,8905,Tablet,25639,POS-09,Home,465434
INV-100674,2026-11-06,Body Lotion,25452,Power Bank,31385,Tablet,20193,Pen Set,2053,POS-01,Home,460473
INV-100675,2026-11-07,Body Lotion,63345,Charger,60510,Shampoo,8982,Pen Set,70625,POS-19,Stationery,465181
INV-100676,2026-11-08,Shampoo,9740,Keyboard,14874,Mouse,52346,USB Cable,24342,POS-20,Accessories,466313
INV-100677,2026-11-09,Backpack,24617,Keyboard,40538,Power Bank,24998,Charger,15942,POS-06,Home,465802
INV-100678,2026-11-10,Body Lotion,47400,Power Bank,43832,Pen Set,54600,Keyboard,22002,POS-11,Office,467930
INV-100679,2026-11-11,Pen Set,5215,Backpack,30689,Soap,9652,Power Bank,47368,POS-03,Electronics,466783
INV-100680,2026-11-12,Keyboard,37724,Mouse,41156,Desk Lamp,48065,Water Bottle,63869,POS-04,Home,466489
INV-100681,2026-11-13,Desk Lamp,44350,Tablet,48493,Mouse,61761,Charger,1160,POS-14,Personal Care,460511
INV-100682,2026-11-14,Soap,61656,USB Cable,6532,Headphones,62502,Laptop,74441,POS-03,Personal Care,462508
INV-100683,2026-11-15,Pen Set,59617,Body Lotion,19999,Soap,35416,Keyboard,60240,POS-06,Personal Care,464995
INV-100684,2026-11-16,Tablet,51562,Smartphone,41857,Pen Set,4166,Monitor,29106,POS-04,Personal Care,466138
INV-100685,2026-11-17,Headphones,55371,Monitor,18033,Face Wash,62339,Office Chair,46929,POS-05,Personal Care,469469
INV-100686,2026-11-18,Charger,45376,Desk Lamp,20395,Monitor,4318,Body Lotion,47132,POS-06,Accessories,467969
INV-100687,2026-11-19,Charger,22291,Power Bank,74963,Face Wash,52720,Mouse,79812,POS-16,Electronics,461158
INV-100688,2026-11-20,Backpack,2038,Keyboard,70946,Headphones,25659,Charger,56773,POS-17,Stationery,461714
INV-100689,2026-11-21,Shampoo,61693,Body Lotion,63388,Power Bank,76732,Notebook,59607,POS-11,Electronics,466358
INV-100690,2026-11-22,Body Lotion,9734,Charger,50558,Mouse,31400,Power Bank,8102,POS-15,Electronics,466895
INV-100691,2026-11-23,Desk Lamp,44945,Mouse,16234,Office Chair,52282,Body Lotion,2805,POS-11,Stationery,468846
INV-100692,2026-11-24,Laptop,11374,Notebook,14764,Monitor,41337,Face Wash,14017,POS-11,Stationery,462637
INV-100693,2026-11-25,Notebook,40467,Soap,41889,Mouse,54580,Tablet,19577,POS-19,Personal Care,463738
INV-100694,2026-11-26,Smartphone,69538,Face Wash,12331,Soap,52276,Body Lotion,35011,POS-12,Office,462976
